image_path,label,label_name
data\numerals\n_5\41268.png,5,n_5
data\numerals\n_5\41269.png,5,n_5
data\numerals\n_5\41270.png,5,n_5
data\numerals\n_5\41271.png,5,n_5
data\numerals\n_5\41272.png,5,n_5
data\numerals\n_5\41273.png,5,n_5
data\numerals\n_5\41274.png,5,n_5
data\numerals\n_5\41275.png,5,n_5
data\numerals\n_5\41276.png,5,n_5
data\numerals\n_5\41277.png,5,n_5
data\numerals\n_5\41278.png,5,n_5
data\numerals\n_5\41279.png,5,n_5
data\numerals\n_5\41280.png,5,n_5
data\numerals\n_5\41281.png,5,n_5
data\numerals\n_5\41282.png,5,n_5
data\numerals\n_5\41283.png,5,n_5
data\numerals\n_5\41284.png,5,n_5
data\numerals\n_5\41285.png,5,n_5
data\numerals\n_5\41286.png,5,n_5
data\numerals\n_5\41287.png,5,n_5
data\numerals\n_5\41288.png,5,n_5
data\numerals\n_5\41289.png,5,n_5
data\numerals\n_5\41290.png,5,n_5
data\numerals\n_5\41291.png,5,n_5
data\numerals\n_5\41292.png,5,n_5
data\numerals\n_5\41293.png,5,n_5
data\numerals\n_5\41294.png,5,n_5
data\numerals\n_5\41295.png,5,n_5
data\numerals\n_5\41296.png,5,n_5
data\numerals\n_5\41297.png,5,n_5
data\numerals\n_5\41298.png,5,n_5
data\numerals\n_5\41299.png,5,n_5
data\numerals\n_5\41300.png,5,n_5
data\numerals\n_5\41301.png,5,n_5
data\numerals\n_5\41302.png,5,n_5
data\numerals\n_5\41303.png,5,n_5
data\numerals\n_5\41304.png,5,n_5
data\numerals\n_5\41305.png,5,n_5
data\numerals\n_5\41306.png,5,n_5
data\numerals\n_5\41307.png,5,n_5
data\numerals\n_5\41308.png,5,n_5
data\numerals\n_5\41309.png,5,n_5
data\numerals\n_5\41310.png,5,n_5
data\numerals\n_5\41311.png,5,n_5
data\numerals\n_5\41312.png,5,n_5
data\numerals\n_5\41313.png,5,n_5
data\numerals\n_5\41314.png,5,n_5
data\numerals\n_5\41315.png,5,n_5
data\numerals\n_5\41316.png,5,n_5
data\numerals\n_5\41317.png,5,n_5
data\numerals\n_5\41318.png,5,n_5
data\numerals\n_5\41319.png,5,n_5
data\numerals\n_5\41320.png,5,n_5
data\numerals\n_5\41321.png,5,n_5
data\numerals\n_5\41322.png,5,n_5
data\numerals\n_5\41323.png,5,n_5
data\numerals\n_5\41324.png,5,n_5
data\numerals\n_5\41325.png,5,n_5
data\numerals\n_5\41326.png,5,n_5
data\numerals\n_5\41327.png,5,n_5
data\numerals\n_5\41328.png,5,n_5
data\numerals\n_5\41329.png,5,n_5
data\numerals\n_5\41330.png,5,n_5
data\numerals\n_5\41331.png,5,n_5
data\numerals\n_5\41332.png,5,n_5
data\numerals\n_5\41333.png,5,n_5
data\numerals\n_5\41334.png,5,n_5
data\numerals\n_5\41335.png,5,n_5
data\numerals\n_5\41336.png,5,n_5
data\numerals\n_5\41337.png,5,n_5
data\numerals\n_5\41338.png,5,n_5
data\numerals\n_5\41339.png,5,n_5
data\numerals\n_5\41340.png,5,n_5
data\numerals\n_5\41341.png,5,n_5
data\numerals\n_5\41342.png,5,n_5
data\numerals\n_5\41343.png,5,n_5
data\numerals\n_5\41344.png,5,n_5
data\numerals\n_5\41345.png,5,n_5
data\numerals\n_5\41346.png,5,n_5
data\numerals\n_5\41347.png,5,n_5
data\numerals\n_5\41348.png,5,n_5
data\numerals\n_5\41349.png,5,n_5
data\numerals\n_5\41350.png,5,n_5
data\numerals\n_5\41351.png,5,n_5
data\numerals\n_5\41352.png,5,n_5
data\numerals\n_5\41353.png,5,n_5
data\numerals\n_5\41354.png,5,n_5
data\numerals\n_5\41355.png,5,n_5
data\numerals\n_5\41356.png,5,n_5
data\numerals\n_5\41357.png,5,n_5
data\numerals\n_5\41358.png,5,n_5
data\numerals\n_5\41359.png,5,n_5
data\numerals\n_5\41360.png,5,n_5
data\numerals\n_5\41361.png,5,n_5
data\numerals\n_5\41362.png,5,n_5
data\numerals\n_5\41363.png,5,n_5
data\numerals\n_5\41364.png,5,n_5
data\numerals\n_5\41365.png,5,n_5
data\numerals\n_5\41366.png,5,n_5
data\numerals\n_5\41367.png,5,n_5
data\numerals\n_5\41368.png,5,n_5
data\numerals\n_5\41369.png,5,n_5
data\numerals\n_5\41370.png,5,n_5
data\numerals\n_5\41371.png,5,n_5
data\numerals\n_5\41372.png,5,n_5
data\numerals\n_5\41373.png,5,n_5
data\numerals\n_5\41374.png,5,n_5
data\numerals\n_5\41375.png,5,n_5
data\numerals\n_5\41376.png,5,n_5
data\numerals\n_5\41377.png,5,n_5
data\numerals\n_5\41378.png,5,n_5
data\numerals\n_5\41379.png,5,n_5
data\numerals\n_5\41380.png,5,n_5
data\numerals\n_5\41381.png,5,n_5
data\numerals\n_5\41382.png,5,n_5
data\numerals\n_5\41383.png,5,n_5
data\numerals\n_5\41384.png,5,n_5
data\numerals\n_5\41385.png,5,n_5
data\numerals\n_5\41386.png,5,n_5
data\numerals\n_5\41387.png,5,n_5
data\numerals\n_5\41388.png,5,n_5
data\numerals\n_5\41389.png,5,n_5
data\numerals\n_5\41390.png,5,n_5
data\numerals\n_5\41391.png,5,n_5
data\numerals\n_5\41392.png,5,n_5
data\numerals\n_5\41393.png,5,n_5
data\numerals\n_5\41394.png,5,n_5
data\numerals\n_5\41395.png,5,n_5
data\numerals\n_5\41396.png,5,n_5
data\numerals\n_5\41397.png,5,n_5
data\numerals\n_5\41398.png,5,n_5
data\numerals\n_5\41399.png,5,n_5
data\numerals\n_5\41400.png,5,n_5
data\numerals\n_5\41401.png,5,n_5
data\numerals\n_5\41402.png,5,n_5
data\numerals\n_5\41403.png,5,n_5
data\numerals\n_5\41404.png,5,n_5
data\numerals\n_5\41405.png,5,n_5
data\numerals\n_5\41406.png,5,n_5
data\numerals\n_5\41407.png,5,n_5
data\numerals\n_5\41408.png,5,n_5
data\numerals\n_5\41409.png,5,n_5
data\numerals\n_5\41410.png,5,n_5
data\numerals\n_5\41411.png,5,n_5
data\numerals\n_5\41412.png,5,n_5
data\numerals\n_5\41413.png,5,n_5
data\numerals\n_5\41414.png,5,n_5
data\numerals\n_5\41415.png,5,n_5
data\numerals\n_5\41416.png,5,n_5
data\numerals\n_5\41417.png,5,n_5
data\numerals\n_5\41418.png,5,n_5
data\numerals\n_5\41419.png,5,n_5
data\numerals\n_5\41420.png,5,n_5
data\numerals\n_5\41421.png,5,n_5
data\numerals\n_5\41422.png,5,n_5
data\numerals\n_5\41423.png,5,n_5
data\numerals\n_5\41424.png,5,n_5
data\numerals\n_5\41425.png,5,n_5
data\numerals\n_5\41426.png,5,n_5
data\numerals\n_5\41427.png,5,n_5
data\numerals\n_5\41428.png,5,n_5
data\numerals\n_5\41429.png,5,n_5
data\numerals\n_5\41430.png,5,n_5
data\numerals\n_5\41431.png,5,n_5
data\numerals\n_5\41432.png,5,n_5
data\numerals\n_5\41433.png,5,n_5
data\numerals\n_5\41434.png,5,n_5
data\numerals\n_5\41435.png,5,n_5
data\numerals\n_5\41436.png,5,n_5
data\numerals\n_5\41437.png,5,n_5
data\numerals\n_5\41438.png,5,n_5
data\numerals\n_5\41439.png,5,n_5
data\numerals\n_5\41440.png,5,n_5
data\numerals\n_5\41441.png,5,n_5
data\numerals\n_5\41442.png,5,n_5
data\numerals\n_5\41443.png,5,n_5
data\numerals\n_5\41444.png,5,n_5
data\numerals\n_5\41445.png,5,n_5
data\numerals\n_5\41446.png,5,n_5
data\numerals\n_5\41447.png,5,n_5
data\numerals\n_5\41448.png,5,n_5
data\numerals\n_5\41449.png,5,n_5
data\numerals\n_5\41450.png,5,n_5
data\numerals\n_5\41451.png,5,n_5
data\numerals\n_5\41452.png,5,n_5
data\numerals\n_5\41453.png,5,n_5
data\numerals\n_5\41454.png,5,n_5
data\numerals\n_5\41455.png,5,n_5
data\numerals\n_5\41456.png,5,n_5
data\numerals\n_5\41457.png,5,n_5
data\numerals\n_5\41458.png,5,n_5
data\numerals\n_5\41459.png,5,n_5
data\numerals\n_5\41460.png,5,n_5
data\numerals\n_5\41461.png,5,n_5
data\numerals\n_5\41462.png,5,n_5
data\numerals\n_5\41463.png,5,n_5
data\numerals\n_5\41464.png,5,n_5
data\numerals\n_5\41465.png,5,n_5
data\numerals\n_5\41466.png,5,n_5
data\numerals\n_5\41467.png,5,n_5
data\numerals\n_5\41468.png,5,n_5
data\numerals\n_5\41469.png,5,n_5
data\numerals\n_5\41470.png,5,n_5
data\numerals\n_5\41471.png,5,n_5
data\numerals\n_5\41472.png,5,n_5
data\numerals\n_5\41473.png,5,n_5
data\numerals\n_5\41474.png,5,n_5
data\numerals\n_5\41475.png,5,n_5
data\numerals\n_5\41476.png,5,n_5
data\numerals\n_5\41477.png,5,n_5
data\numerals\n_5\41478.png,5,n_5
data\numerals\n_5\41479.png,5,n_5
data\numerals\n_5\41480.png,5,n_5
data\numerals\n_5\41481.png,5,n_5
data\numerals\n_5\41482.png,5,n_5
data\numerals\n_5\41483.png,5,n_5
data\numerals\n_5\41484.png,5,n_5
data\numerals\n_5\41485.png,5,n_5
data\numerals\n_5\41486.png,5,n_5
data\numerals\n_5\41487.png,5,n_5
data\numerals\n_5\41488.png,5,n_5
data\numerals\n_5\41489.png,5,n_5
data\numerals\n_5\43750.png,5,n_5
data\numerals\n_5\43751.png,5,n_5
data\numerals\n_5\43752.png,5,n_5
data\numerals\n_5\43753.png,5,n_5
data\numerals\n_5\43754.png,5,n_5
data\numerals\n_5\43755.png,5,n_5
data\numerals\n_5\43756.png,5,n_5
data\numerals\n_5\43757.png,5,n_5
data\numerals\n_5\43758.png,5,n_5
data\numerals\n_5\43759.png,5,n_5
data\numerals\n_5\43760.png,5,n_5
data\numerals\n_5\43761.png,5,n_5
data\numerals\n_5\43762.png,5,n_5
data\numerals\n_5\43763.png,5,n_5
data\numerals\n_5\43764.png,5,n_5
data\numerals\n_5\43765.png,5,n_5
data\numerals\n_5\43766.png,5,n_5
data\numerals\n_5\43767.png,5,n_5
data\numerals\n_5\43768.png,5,n_5
data\numerals\n_5\43769.png,5,n_5
data\numerals\n_5\43770.png,5,n_5
data\numerals\n_5\43771.png,5,n_5
data\numerals\n_5\43772.png,5,n_5
data\numerals\n_5\43773.png,5,n_5
data\numerals\n_5\43774.png,5,n_5
data\numerals\n_5\43775.png,5,n_5
data\numerals\n_5\43776.png,5,n_5
data\numerals\n_5\43777.png,5,n_5
data\numerals\n_5\43778.png,5,n_5
data\numerals\n_5\43779.png,5,n_5
data\numerals\n_5\43780.png,5,n_5
data\numerals\n_5\43781.png,5,n_5
data\numerals\n_5\43782.png,5,n_5
data\numerals\n_5\43783.png,5,n_5
data\numerals\n_5\43784.png,5,n_5
data\numerals\n_5\43785.png,5,n_5
data\numerals\n_5\43786.png,5,n_5
data\numerals\n_5\43787.png,5,n_5
data\numerals\n_5\43788.png,5,n_5
data\numerals\n_5\43789.png,5,n_5
data\numerals\n_5\43790.png,5,n_5
data\numerals\n_5\43791.png,5,n_5
data\numerals\n_5\43792.png,5,n_5
data\numerals\n_5\43793.png,5,n_5
data\numerals\n_5\43794.png,5,n_5
data\numerals\n_5\44701.png,5,n_5
data\numerals\n_5\44702.png,5,n_5
data\numerals\n_5\44703.png,5,n_5
data\numerals\n_5\44704.png,5,n_5
data\numerals\n_5\44705.png,5,n_5
data\numerals\n_5\44706.png,5,n_5
data\numerals\n_5\44707.png,5,n_5
data\numerals\n_5\44708.png,5,n_5
data\numerals\n_5\44709.png,5,n_5
data\numerals\n_5\44710.png,5,n_5
data\numerals\n_5\44711.png,5,n_5
data\numerals\n_5\44712.png,5,n_5
data\numerals\n_5\44713.png,5,n_5
data\numerals\n_5\49710.png,5,n_5
data\numerals\n_5\49711.png,5,n_5
data\numerals\n_5\49712.png,5,n_5
data\numerals\n_5\49713.png,5,n_5
data\numerals\n_5\49714.png,5,n_5
data\numerals\n_5\49715.png,5,n_5
data\numerals\n_5\49716.png,5,n_5
data\numerals\n_5\49717.png,5,n_5
data\numerals\n_5\49718.png,5,n_5
data\numerals\n_5\49719.png,5,n_5
data\numerals\n_5\49720.png,5,n_5
data\numerals\n_5\49721.png,5,n_5
data\numerals\n_5\49722.png,5,n_5
data\numerals\n_5\49723.png,5,n_5
data\numerals\n_5\49724.png,5,n_5
data\numerals\n_5\49725.png,5,n_5
data\numerals\n_5\49726.png,5,n_5
data\numerals\n_5\49727.png,5,n_5
data\numerals\n_5\49728.png,5,n_5
data\numerals\n_5\49729.png,5,n_5
data\numerals\n_5\49730.png,5,n_5
data\numerals\n_5\49731.png,5,n_5
data\numerals\n_5\49732.png,5,n_5
data\numerals\n_5\49733.png,5,n_5
data\numerals\n_5\49734.png,5,n_5
data\numerals\n_5\49735.png,5,n_5
data\numerals\n_5\49736.png,5,n_5
data\numerals\n_5\49737.png,5,n_5
data\numerals\n_5\49738.png,5,n_5
data\numerals\n_5\49739.png,5,n_5
data\numerals\n_5\49740.png,5,n_5
data\numerals\n_5\49741.png,5,n_5
data\numerals\n_5\49742.png,5,n_5
data\numerals\n_5\49743.png,5,n_5
data\numerals\n_5\49744.png,5,n_5
data\numerals\n_5\49745.png,5,n_5
data\numerals\n_5\49746.png,5,n_5
data\numerals\n_5\49747.png,5,n_5
data\numerals\n_5\49748.png,5,n_5
data\numerals\n_5\49749.png,5,n_5
data\numerals\n_5\49750.png,5,n_5
data\numerals\n_5\49751.png,5,n_5
data\numerals\n_5\49752.png,5,n_5
data\numerals\n_5\49753.png,5,n_5
data\numerals\n_5\49754.png,5,n_5
data\numerals\n_5\49755.png,5,n_5
data\numerals\n_5\49756.png,5,n_5
data\numerals\n_5\49757.png,5,n_5
data\numerals\n_5\49758.png,5,n_5
data\numerals\n_5\49759.png,5,n_5
data\numerals\n_5\49760.png,5,n_5
data\numerals\n_5\49761.png,5,n_5
data\numerals\n_5\49762.png,5,n_5
data\numerals\n_5\49763.png,5,n_5
data\numerals\n_5\49764.png,5,n_5
data\numerals\n_5\49765.png,5,n_5
data\numerals\n_5\49766.png,5,n_5
data\numerals\n_5\49767.png,5,n_5
data\numerals\n_5\49768.png,5,n_5
data\numerals\n_5\49769.png,5,n_5
data\numerals\n_5\49770.png,5,n_5
data\numerals\n_5\49771.png,5,n_5
data\numerals\n_5\49772.png,5,n_5
data\numerals\n_5\49773.png,5,n_5
data\numerals\n_5\49774.png,5,n_5
data\numerals\n_5\49775.png,5,n_5
data\numerals\n_5\49776.png,5,n_5
data\numerals\n_5\49777.png,5,n_5
data\numerals\n_5\49778.png,5,n_5
data\numerals\n_5\49779.png,5,n_5
data\numerals\n_5\49780.png,5,n_5
data\numerals\n_5\49781.png,5,n_5
data\numerals\n_5\49782.png,5,n_5
data\numerals\n_5\49783.png,5,n_5
data\numerals\n_5\49784.png,5,n_5
data\numerals\n_5\49785.png,5,n_5
data\numerals\n_5\49786.png,5,n_5
data\numerals\n_5\49787.png,5,n_5
data\numerals\n_5\49788.png,5,n_5
data\numerals\n_5\49789.png,5,n_5
data\numerals\n_5\49790.png,5,n_5
data\numerals\n_5\49791.png,5,n_5
data\numerals\n_5\49792.png,5,n_5
data\numerals\n_5\49793.png,5,n_5
data\numerals\n_5\49794.png,5,n_5
data\numerals\n_5\49795.png,5,n_5
data\numerals\n_5\49796.png,5,n_5
data\numerals\n_5\49797.png,5,n_5
data\numerals\n_5\50867.png,5,n_5
data\numerals\n_5\50868.png,5,n_5
data\numerals\n_5\50869.png,5,n_5
data\numerals\n_5\50870.png,5,n_5
data\numerals\n_5\50871.png,5,n_5
data\numerals\n_5\50872.png,5,n_5
data\numerals\n_5\50873.png,5,n_5
data\numerals\n_5\50874.png,5,n_5
data\numerals\n_5\50875.png,5,n_5
data\numerals\n_5\50876.png,5,n_5
data\numerals\n_5\50877.png,5,n_5
data\numerals\n_5\50878.png,5,n_5
data\numerals\n_5\50879.png,5,n_5
data\numerals\n_5\50880.png,5,n_5
data\numerals\n_5\50881.png,5,n_5
data\numerals\n_5\50882.png,5,n_5
data\numerals\n_5\50883.png,5,n_5
data\numerals\n_5\50884.png,5,n_5
data\numerals\n_5\50885.png,5,n_5
data\numerals\n_5\50886.png,5,n_5
data\numerals\n_5\53168.png,5,n_5
data\numerals\n_5\53169.png,5,n_5
data\numerals\n_5\53170.png,5,n_5
data\numerals\n_5\53171.png,5,n_5
data\numerals\n_5\53172.png,5,n_5
data\numerals\n_5\53173.png,5,n_5
data\numerals\n_5\53174.png,5,n_5
data\numerals\n_5\53189.png,5,n_5
data\numerals\n_5\53190.png,5,n_5
data\numerals\n_5\53191.png,5,n_5
data\numerals\n_5\53192.png,5,n_5
data\numerals\n_5\53193.png,5,n_5
data\numerals\n_5\53194.png,5,n_5
data\numerals\n_5\53195.png,5,n_5
data\numerals\n_5\53196.png,5,n_5
data\numerals\n_5\5411.png,5,n_5
data\numerals\n_5\5412.png,5,n_5
data\numerals\n_5\5413.png,5,n_5
data\numerals\n_5\5414.png,5,n_5
data\numerals\n_5\5415.png,5,n_5
data\numerals\n_5\5416.png,5,n_5
data\numerals\n_5\5417.png,5,n_5
data\numerals\n_5\5418.png,5,n_5
data\numerals\n_5\5419.png,5,n_5
data\numerals\n_5\5420.png,5,n_5
data\numerals\n_5\5421.png,5,n_5
data\numerals\n_5\5422.png,5,n_5
data\numerals\n_5\5423.png,5,n_5
data\numerals\n_5\5424.png,5,n_5
data\numerals\n_5\5425.png,5,n_5
data\numerals\n_5\5426.png,5,n_5
data\numerals\n_5\5427.png,5,n_5
data\numerals\n_5\5428.png,5,n_5
data\numerals\n_5\5429.png,5,n_5
data\numerals\n_5\5430.png,5,n_5
data\numerals\n_5\5431.png,5,n_5
data\numerals\n_5\5432.png,5,n_5
data\numerals\n_5\5433.png,5,n_5
data\numerals\n_5\5434.png,5,n_5
data\numerals\n_5\5435.png,5,n_5
data\numerals\n_5\5436.png,5,n_5
data\numerals\n_5\5437.png,5,n_5
data\numerals\n_5\5438.png,5,n_5
data\numerals\n_5\5439.png,5,n_5
data\numerals\n_5\5440.png,5,n_5
data\numerals\n_5\5441.png,5,n_5
data\numerals\n_5\5442.png,5,n_5
data\numerals\n_5\5443.png,5,n_5
data\numerals\n_5\5444.png,5,n_5
data\numerals\n_5\5445.png,5,n_5
data\numerals\n_5\5446.png,5,n_5
data\numerals\n_5\5447.png,5,n_5
data\numerals\n_5\5448.png,5,n_5
data\numerals\n_5\5449.png,5,n_5
data\numerals\n_5\5450.png,5,n_5
data\numerals\n_5\5451.png,5,n_5
data\numerals\n_5\5452.png,5,n_5
data\numerals\n_5\5453.png,5,n_5
data\numerals\n_5\5454.png,5,n_5
data\numerals\n_5\5455.png,5,n_5
data\numerals\n_5\5456.png,5,n_5
data\numerals\n_5\5457.png,5,n_5
data\numerals\n_5\5458.png,5,n_5
data\numerals\n_5\5459.png,5,n_5
data\numerals\n_5\5460.png,5,n_5
data\numerals\n_5\5461.png,5,n_5
data\numerals\n_5\5462.png,5,n_5
data\numerals\n_5\5463.png,5,n_5
data\numerals\n_5\5464.png,5,n_5
data\numerals\n_5\5465.png,5,n_5
data\numerals\n_5\5466.png,5,n_5
data\numerals\n_5\5467.png,5,n_5
data\numerals\n_5\5468.png,5,n_5
data\numerals\n_5\5469.png,5,n_5
data\numerals\n_5\5470.png,5,n_5
data\numerals\n_5\5471.png,5,n_5
data\numerals\n_5\5472.png,5,n_5
data\numerals\n_5\5473.png,5,n_5
data\numerals\n_5\5474.png,5,n_5
data\numerals\n_5\5475.png,5,n_5
data\numerals\n_5\5476.png,5,n_5
data\numerals\n_5\5477.png,5,n_5
data\numerals\n_5\5478.png,5,n_5
data\numerals\n_5\5479.png,5,n_5
data\numerals\n_5\5480.png,5,n_5
data\numerals\n_5\5481.png,5,n_5
data\numerals\n_5\5482.png,5,n_5
data\numerals\n_5\5483.png,5,n_5
data\numerals\n_5\5484.png,5,n_5
data\numerals\n_5\5485.png,5,n_5
data\numerals\n_5\5486.png,5,n_5
data\numerals\n_5\5487.png,5,n_5
data\numerals\n_5\5488.png,5,n_5
data\numerals\n_5\5489.png,5,n_5
data\numerals\n_5\5490.png,5,n_5
data\numerals\n_5\5491.png,5,n_5
data\numerals\n_5\5492.png,5,n_5
data\numerals\n_5\5493.png,5,n_5
data\numerals\n_5\5494.png,5,n_5
data\numerals\n_5\5495.png,5,n_5
data\numerals\n_5\5496.png,5,n_5
data\numerals\n_5\5497.png,5,n_5
data\numerals\n_5\5498.png,5,n_5
data\numerals\n_5\5499.png,5,n_5
data\numerals\n_5\5500.png,5,n_5
data\numerals\n_5\5501.png,5,n_5
data\numerals\n_5\5502.png,5,n_5
data\numerals\n_5\5503.png,5,n_5
data\numerals\n_5\5504.png,5,n_5
data\numerals\n_5\5505.png,5,n_5
data\numerals\n_5\5506.png,5,n_5
data\numerals\n_5\5507.png,5,n_5
data\numerals\n_5\5508.png,5,n_5
data\numerals\n_5\5509.png,5,n_5
data\numerals\n_5\5510.png,5,n_5
data\numerals\n_5\5511.png,5,n_5
data\numerals\n_5\5512.png,5,n_5
data\numerals\n_5\5513.png,5,n_5
data\numerals\n_5\5514.png,5,n_5
data\numerals\n_5\5515.png,5,n_5
data\numerals\n_5\5516.png,5,n_5
data\numerals\n_5\5517.png,5,n_5
data\numerals\n_5\5518.png,5,n_5
data\numerals\n_5\5519.png,5,n_5
data\numerals\n_5\5520.png,5,n_5
data\numerals\n_5\5521.png,5,n_5
data\numerals\n_5\5522.png,5,n_5
data\numerals\n_5\5523.png,5,n_5
data\numerals\n_5\5524.png,5,n_5
data\numerals\n_5\5525.png,5,n_5
data\numerals\n_5\5526.png,5,n_5
data\numerals\n_5\5527.png,5,n_5
data\numerals\n_5\5528.png,5,n_5
data\numerals\n_5\5529.png,5,n_5
data\numerals\n_5\5530.png,5,n_5
data\numerals\n_5\5531.png,5,n_5
data\numerals\n_5\5532.png,5,n_5
data\numerals\n_5\5533.png,5,n_5
data\numerals\n_5\5534.png,5,n_5
data\numerals\n_5\5535.png,5,n_5
data\numerals\n_5\5536.png,5,n_5
data\numerals\n_5\5537.png,5,n_5
data\numerals\n_5\5538.png,5,n_5
data\numerals\n_5\5539.png,5,n_5
data\numerals\n_5\5540.png,5,n_5
data\numerals\n_5\5541.png,5,n_5
data\numerals\n_5\5542.png,5,n_5
data\numerals\n_5\5543.png,5,n_5
data\numerals\n_5\5544.png,5,n_5
data\numerals\n_5\5545.png,5,n_5
data\numerals\n_5\5546.png,5,n_5
data\numerals\n_5\5547.png,5,n_5
data\numerals\n_5\5548.png,5,n_5
data\numerals\n_5\56484.png,5,n_5
data\numerals\n_5\56485.png,5,n_5
data\numerals\n_5\56486.png,5,n_5
data\numerals\n_5\56487.png,5,n_5
data\numerals\n_5\56488.png,5,n_5
data\numerals\n_5\56489.png,5,n_5
data\numerals\n_5\56490.png,5,n_5
data\numerals\n_5\56491.png,5,n_5
data\numerals\n_5\56492.png,5,n_5
data\numerals\n_5\56493.png,5,n_5
data\numerals\n_5\56494.png,5,n_5
data\numerals\n_5\56495.png,5,n_5
data\numerals\n_5\56496.png,5,n_5
data\numerals\n_5\56497.png,5,n_5
data\numerals\n_5\56498.png,5,n_5
data\numerals\n_5\56499.png,5,n_5
data\numerals\n_5\56500.png,5,n_5
data\numerals\n_5\56501.png,5,n_5
data\numerals\n_5\56502.png,5,n_5
data\numerals\n_5\56503.png,5,n_5
data\numerals\n_5\56504.png,5,n_5
data\numerals\n_5\56505.png,5,n_5
data\numerals\n_5\56506.png,5,n_5
data\numerals\n_5\56507.png,5,n_5
data\numerals\n_5\56508.png,5,n_5
data\numerals\n_5\56509.png,5,n_5
data\numerals\n_5\56510.png,5,n_5
data\numerals\n_5\56511.png,5,n_5
data\numerals\n_5\56512.png,5,n_5
data\numerals\n_5\56513.png,5,n_5
data\numerals\n_5\56514.png,5,n_5
data\numerals\n_5\56515.png,5,n_5
data\numerals\n_5\56516.png,5,n_5
data\numerals\n_5\56517.png,5,n_5
data\numerals\n_5\56518.png,5,n_5
data\numerals\n_5\56519.png,5,n_5
data\numerals\n_5\56520.png,5,n_5
data\numerals\n_5\56521.png,5,n_5
data\numerals\n_5\56522.png,5,n_5
data\numerals\n_5\56523.png,5,n_5
data\numerals\n_5\56524.png,5,n_5
data\numerals\n_5\56525.png,5,n_5
data\numerals\n_5\56526.png,5,n_5
data\numerals\n_5\56527.png,5,n_5
data\numerals\n_5\56528.png,5,n_5
data\numerals\n_5\56529.png,5,n_5
data\numerals\n_5\56530.png,5,n_5
data\numerals\n_5\56531.png,5,n_5
data\numerals\n_5\56532.png,5,n_5
data\numerals\n_5\56533.png,5,n_5
data\numerals\n_5\56534.png,5,n_5
data\numerals\n_5\56535.png,5,n_5
data\numerals\n_5\56536.png,5,n_5
data\numerals\n_5\56537.png,5,n_5
data\numerals\n_5\56538.png,5,n_5
data\numerals\n_5\56539.png,5,n_5
data\numerals\n_5\56540.png,5,n_5
data\numerals\n_5\56541.png,5,n_5
data\numerals\n_5\56542.png,5,n_5
data\numerals\n_5\56543.png,5,n_5
data\numerals\n_5\56544.png,5,n_5
data\numerals\n_5\56545.png,5,n_5
data\numerals\n_5\56546.png,5,n_5
data\numerals\n_5\56547.png,5,n_5
data\numerals\n_5\56548.png,5,n_5
data\numerals\n_5\56549.png,5,n_5
data\numerals\n_5\56550.png,5,n_5
data\numerals\n_5\56551.png,5,n_5
data\numerals\n_5\56552.png,5,n_5
data\numerals\n_5\56553.png,5,n_5
data\numerals\n_5\56554.png,5,n_5
data\numerals\n_5\56555.png,5,n_5
data\numerals\n_5\56556.png,5,n_5
data\numerals\n_5\56557.png,5,n_5
data\numerals\n_5\56558.png,5,n_5
data\numerals\n_5\56559.png,5,n_5
data\numerals\n_5\56560.png,5,n_5
data\numerals\n_5\67430.png,5,n_5
data\numerals\n_5\67431.png,5,n_5
data\numerals\n_5\67432.png,5,n_5
data\numerals\n_5\67433.png,5,n_5
data\numerals\n_5\67434.png,5,n_5
data\numerals\n_5\67435.png,5,n_5
data\numerals\n_5\67436.png,5,n_5
data\numerals\n_5\67437.png,5,n_5
data\numerals\n_5\67438.png,5,n_5
data\numerals\n_5\67439.png,5,n_5
data\numerals\n_5\67440.png,5,n_5
data\numerals\n_5\67441.png,5,n_5
data\numerals\n_5\67442.png,5,n_5
data\numerals\n_5\67443.png,5,n_5
data\numerals\n_5\67444.png,5,n_5
data\numerals\n_5\67445.png,5,n_5
data\numerals\n_5\67446.png,5,n_5
data\numerals\n_5\67447.png,5,n_5
data\numerals\n_5\67448.png,5,n_5
data\numerals\n_5\67449.png,5,n_5
data\numerals\n_5\67450.png,5,n_5
data\numerals\n_5\67451.png,5,n_5
data\numerals\n_5\67452.png,5,n_5
data\numerals\n_5\67453.png,5,n_5
data\numerals\n_5\67454.png,5,n_5
data\numerals\n_5\67455.png,5,n_5
data\numerals\n_5\67456.png,5,n_5
data\numerals\n_5\67457.png,5,n_5
data\numerals\n_5\67458.png,5,n_5
data\numerals\n_5\67459.png,5,n_5
data\numerals\n_5\67460.png,5,n_5
data\numerals\n_5\67461.png,5,n_5
data\numerals\n_5\67462.png,5,n_5
data\numerals\n_5\67463.png,5,n_5
data\numerals\n_5\67464.png,5,n_5
data\numerals\n_5\67465.png,5,n_5
data\numerals\n_5\67466.png,5,n_5
data\numerals\n_5\67467.png,5,n_5
data\numerals\n_5\67468.png,5,n_5
data\numerals\n_5\67469.png,5,n_5
data\numerals\n_5\67470.png,5,n_5
data\numerals\n_5\67471.png,5,n_5
data\numerals\n_5\67472.png,5,n_5
data\numerals\n_5\67473.png,5,n_5
data\numerals\n_5\67474.png,5,n_5
data\numerals\n_5\67475.png,5,n_5
data\numerals\n_5\67476.png,5,n_5
data\numerals\n_5\67477.png,5,n_5
